code,ticker,name,market,sector,size
1301,1301.T,極洋,プライム（内国株式）,水産・農林業,TOPIX Small 1
130A,130A.T,Ｖｅｒｉｔａｓ　Ｉｎ　Ｓｉｌｉｃｏ,グロース（内国株式）,医薬品,-
1332,1332.T,ニッスイ,プライム（内国株式）,水産・農林業,TOPIX Mid400
1333,1333.T,Ｕｍｉｏｓ,プライム（内国株式）,水産・農林業,TOPIX Mid400
135A,135A.T,ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,グロース（内国株式）,情報・通信業,-
1375,1375.T,ユキグニファクトリー,プライム（内国株式）,水産・農林業,TOPIX Small 2
1376,1376.T,カネコ種苗,スタンダード（内国株式）,水産・農林業,TOPIX Small 2
1377,1377.T,サカタのタネ,プライム（内国株式）,水産・農林業,TOPIX Small 1
1379,1379.T,ホクト,プライム（内国株式）,水産・農林業,TOPIX Small 2
137A,137A.T,Ｃｏｃｏｌｉｖｅ,グロース（内国株式）,情報・通信業,-
1380,1380.T,秋川牧園,スタンダード（内国株式）,水産・農林業,-
1381,1381.T,アクシーズ,スタンダード（内国株式）,水産・農林業,-
1382,1382.T,ホーブ,スタンダード（内国株式）,水産・農林業,-
1383,1383.T,ベルグアース,スタンダード（内国株式）,水産・農林業,-
1384,1384.T,ホクリヨウ,スタンダード（内国株式）,水産・農林業,-
138A,138A.T,光フードサービス,グロース（内国株式）,小売業,-
1401,1401.T,エムビーエス,グロース（内国株式）,建設業,-
1407,1407.T,ウエストホールディングス,スタンダード（内国株式）,建設業,-
1414,1414.T,ショーボンドホールディングス,プライム（内国株式）,建設業,TOPIX Mid400
1417,1417.T,ミライト・ワン,プライム（内国株式）,建設業,TOPIX Mid400
1418,1418.T,インターライフホールディングス,スタンダード（内国株式）,建設業,-
1419,1419.T,タマホーム,プライム（内国株式）,建設業,TOPIX Small 1
141A,141A.T,トライアルホールディングス,グロース（内国株式）,小売業,-
1420,1420.T,サンヨーホームズ,スタンダード（内国株式）,建設業,-
1429,1429.T,日本アクア,プライム（内国株式）,建設業,-
142A,142A.T,ジンジブ,グロース（内国株式）,サービス業,-
1430,1430.T,ファーストコーポレーション,スタンダード（内国株式）,建設業,-
1431,1431.T,Ｌｉｂ　Ｗｏｒｋ,グロース（内国株式）,建設業,-
1433,1433.T,ベステラ,プライム（内国株式）,建設業,-
1434,1434.T,ＪＥＳＣＯホールディングス,スタンダード（内国株式）,建設業,-
1435,1435.T,ｒｏｂｏｔ　ｈｏｍｅ,スタンダード（内国株式）,不動産業,TOPIX Small 2
1436,1436.T,グリーンエナジー＆カンパニー,グロース（内国株式）,建設業,-
1438,1438.T,岐阜造園,スタンダード（内国株式）,建設業,-
143A,143A.T,イシン,グロース（内国株式）,サービス業,-
1443,1443.T,技研ホールディングス,スタンダード（内国株式）,建設業,-
1444,1444.T,ニッソウ,グロース（内国株式）,建設業,-
1446,1446.T,キャンディル,スタンダード（内国株式）,建設業,-
1447,1447.T,ＳＡＡＦホールディングス,グロース（内国株式）,建設業,-
1450,1450.T,ＴＡＮＡＫＥＮ,スタンダード（内国株式）,建設業,-
145A,145A.T,Ｌ　ｉｓ　Ｂ,グロース（内国株式）,情報・通信業,-
146A,146A.T,コロンビア・ワークス,スタンダード（内国株式）,不動産業,-
147A,147A.T,ソラコム,グロース（内国株式）,情報・通信業,-
148A,148A.T,ハッチ・ワーク,グロース（内国株式）,情報・通信業,-
1491,1491.T,中外鉱業,スタンダード（内国株式）,非鉄金属,-
149A,149A.T,シンカ,グロース（内国株式）,情報・通信業,-
150A,150A.T,ＪＳＨ,グロース（内国株式）,サービス業,-
1514,1514.T,住石ホールディングス,スタンダード（内国株式）,鉱業,TOPIX Small 2
1515,1515.T,日鉄鉱業,プライム（内国株式）,鉱業,TOPIX Small 1
1518,1518.T,三井松島ホールディングス,プライム（内国株式）,その他製品,TOPIX Small 1
151A,151A.T,ダイブ,グロース（内国株式）,サービス業,-
153A,153A.T,カウリス,グロース（内国株式）,情報・通信業,-
155A,155A.T,情報戦略テクノロジー,グロース（内国株式）,情報・通信業,-
156A,156A.T,マテリアルグループ,グロース（内国株式）,サービス業,-
157A,157A.T,グリーンモンスター,グロース（内国株式）,サービス業,-
1605,1605.T,ＩＮＰＥＸ,プライム（内国株式）,鉱業,TOPIX Mid400
160A,160A.T,アズパートナーズ,スタンダード（内国株式）,サービス業,-
1662,1662.T,石油資源開発,プライム（内国株式）,鉱業,TOPIX Small 1
1663,1663.T,Ｋ＆Ｏエナジーグループ,プライム（内国株式）,鉱業,TOPIX Small 1
166A,166A.T,タスキホールディングス,グロース（内国株式）,不動産業,-
167A,167A.T,リョーサン菱洋ホールディングス,プライム（内国株式）,卸売業,TOPIX Small 1
168A,168A.T,イタミアート,グロース（内国株式）,その他製品,-
1711,1711.T,ＳＤＳホールディングス,スタンダード（内国株式）,建設業,-
1716,1716.T,第一カッター興業,スタンダード（内国株式）,建設業,TOPIX Small 2
1717,1717.T,明豊ファシリティワークス,スタンダード（内国株式）,サービス業,-
1718,1718.T,美樹工業,スタンダード（内国株式）,建設業,-
1719,1719.T,安藤・間,プライム（内国株式）,建設業,TOPIX Mid400
1720,1720.T,東急建設,プライム（内国株式）,建設業,TOPIX Small 1
1721,1721.T,コムシスホールディングス,プライム（内国株式）,建設業,TOPIX Mid400
1723,1723.T,日本電技,スタンダード（内国株式）,建設業,-
1724,1724.T,シンクレイヤ,スタンダード（内国株式）,建設業,-
1726,1726.T,ビーアールホールディングス,プライム（内国株式）,建設業,-
1736,1736.T,オーテック,スタンダード（内国株式）,建設業,-
173A,173A.T,ハンモック,グロース（内国株式）,情報・通信業,-
1758,1758.T,太洋基礎工業,スタンダード（内国株式）,建設業,-
175A,175A.T,Ｗｉｌｌ　Ｓｍａｒｔ,グロース（内国株式）,情報・通信業,-
1762,1762.T,高松コンストラクショングループ,プライム（内国株式）,建設業,TOPIX Small 2
1764,1764.T,工藤建設,スタンダード（内国株式）,建設業,-
1766,1766.T,東建コーポレーション,プライム（内国株式）,建設業,TOPIX Small 1
1768,1768.T,ソネック,スタンダード（内国株式）,建設業,-
1770,1770.T,藤田エンジニアリング,スタンダード（内国株式）,建設業,-
177A,177A.T,コージンバイオ,グロース（内国株式）,化学,-
1780,1780.T,ヤマウラ,プライム（内国株式）,建設業,TOPIX Small 2
1783,1783.T,ｆａｎｔａｓｉｓｔａ,スタンダード（内国株式）,不動産業,-
1786,1786.T,オリエンタル白石,プライム（内国株式）,建設業,TOPIX Small 2
1787,1787.T,ナカボーテック,スタンダード（内国株式）,建設業,-
1788,1788.T,三東工業社,スタンダード（内国株式）,建設業,-
1793,1793.T,大本組,スタンダード（内国株式）,建設業,-
1795,1795.T,マサル,スタンダード（内国株式）,建設業,-
1798,1798.T,守谷商会,スタンダード（内国株式）,建設業,-
1799,1799.T,第一建設工業,スタンダード（内国株式）,建設業,-
1801,1801.T,大成建設,プライム（内国株式）,建設業,TOPIX Mid400
1802,1802.T,大林組,プライム（内国株式）,建設業,TOPIX Mid400
1803,1803.T,清水建設,プライム（内国株式）,建設業,TOPIX Mid400
1807,1807.T,佐藤渡辺,スタンダード（内国株式）,建設業,-
1808,1808.T,長谷工コーポレーション,プライム（内国株式）,建設業,TOPIX Mid400
1810,1810.T,松井建設,スタンダード（内国株式）,建設業,TOPIX Small 2
1811,1811.T,錢高組,スタンダード（内国株式）,建設業,-
1812,1812.T,鹿島建設,プライム（内国株式）,建設業,TOPIX Mid400
1813,1813.T,不動テトラ,プライム（内国株式）,建設業,TOPIX Small 2
1814,1814.T,大末建設,プライム（内国株式）,建設業,-
1815,1815.T,鉄建建設,プライム（内国株式）,建設業,TOPIX Small 2
1820,1820.T,西松建設,プライム（内国株式）,建設業,TOPIX Mid400
1822,1822.T,大豊建設,スタンダード（内国株式）,建設業,TOPIX Small 2
1826,1826.T,佐田建設,スタンダード（内国株式）,建設業,-
1827,1827.T,ナカノフドー建設,スタンダード（内国株式）,建設業,-
1828,1828.T,田辺工業,スタンダード（内国株式）,建設業,-
1833,1833.T,奥村組,プライム（内国株式）,建設業,TOPIX Small 1
1835,1835.T,東鉄工業,プライム（内国株式）,建設業,TOPIX Small 1
1840,1840.T,土屋ホールディングス,スタンダード（内国株式）,建設業,-
1844,1844.T,大盛工業,スタンダード（内国株式）,建設業,-
1847,1847.T,イチケン,スタンダード（内国株式）,建設業,-
1848,1848.T,富士ピー・エス,スタンダード（内国株式）,建設業,-
184A,184A.T,学びエイド,グロース（内国株式）,情報・通信業,-
1850,1850.T,南海辰村建設,スタンダード（内国株式）,建設業,-
1852,1852.T,淺沼組,プライム（内国株式）,建設業,TOPIX Small 1
1853,1853.T,森組,スタンダード（内国株式）,建設業,-
1860,1860.T,戸田建設,プライム（内国株式）,建設業,TOPIX Mid400
1861,1861.T,熊谷組,プライム（内国株式）,建設業,TOPIX Small 1
1866,1866.T,北野建設,スタンダード（内国株式）,建設業,-
1867,1867.T,植木組,スタンダード（内国株式）,建設業,-
186A,186A.T,アストロスケールホールディングス,グロース（内国株式）,サービス業,-
1870,1870.T,矢作建設工業,プライム（内国株式）,建設業,TOPIX Small 1
1871,1871.T,ピーエス・コンストラクション,プライム（内国株式）,建設業,TOPIX Small 2
1873,1873.T,日本ハウスホールディングス,プライム（内国株式）,建設業,TOPIX Small 2
1878,1878.T,大東建託,プライム（内国株式）,不動産業,TOPIX Mid400
1879,1879.T,新日本建設,プライム（内国株式）,建設業,TOPIX Small 2
1882,1882.T,東亜道路工業,プライム（内国株式）,建設業,TOPIX Small 1
1885,1885.T,東亜建設工業,プライム（内国株式）,建設業,TOPIX Small 1
1887,1887.T,日本国土開発,プライム（内国株式）,建設業,TOPIX Small 2
1888,1888.T,若築建設,プライム（内国株式）,建設業,TOPIX Small 2
1893,1893.T,五洋建設,プライム（内国株式）,建設業,TOPIX Mid400
1897,1897.T,金下建設,スタンダード（内国株式）,建設業,-
1898,1898.T,世紀東急工業,プライム（内国株式）,建設業,TOPIX Small 1
1899,1899.T,福田組,プライム（内国株式）,建設業,TOPIX Small 2
189A,189A.T,Ｄ＆Ｍカンパニー,グロース（内国株式）,サービス業,-
1904,1904.T,大成温調,スタンダード（内国株式）,建設業,-
1905,1905.T,テノックス,スタンダード（内国株式）,建設業,-
1909,1909.T,日本ドライケミカル,スタンダード（内国株式）,機械,-
190A,190A.T,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,グロース（内国株式）,医薬品,-
1911,1911.T,住友林業,プライム（内国株式）,建設業,TOPIX Mid400
1914,1914.T,日本基礎技術,スタンダード（内国株式）,建設業,-
1921,1921.T,巴コーポレーション,スタンダード（内国株式）,建設業,-
1925,1925.T,大和ハウス工業,プライム（内国株式）,建設業,TOPIX Large70
1926,1926.T,ライト工業,プライム（内国株式）,建設業,TOPIX Small 1
1928,1928.T,積水ハウス,プライム（内国株式）,建設業,TOPIX Large70
1929,1929.T,日特建設,プライム（内国株式）,建設業,TOPIX Small 2
192A,192A.T,インテグループ,グロース（内国株式）,サービス業,-
1930,1930.T,北陸電気工事,プライム（内国株式）,建設業,TOPIX Small 2
1934,1934.T,ユアテック,プライム（内国株式）,建設業,TOPIX Small 1
1938,1938.T,日本リーテック,プライム（内国株式）,建設業,TOPIX Small 2
1939,1939.T,四電工,プライム（内国株式）,建設業,TOPIX Small 2
1941,1941.T,中電工,プライム（内国株式）,建設業,TOPIX Small 1
1942,1942.T,関電工,プライム（内国株式）,建設業,TOPIX Mid400
1944,1944.T,きんでん,プライム（内国株式）,建設業,TOPIX Mid400
1945,1945.T,東京エネシス,プライム（内国株式）,建設業,TOPIX Small 2
1946,1946.T,トーエネック,プライム（内国株式）,建設業,TOPIX Small 2
1948,1948.T,弘電社,スタンダード（内国株式）,建設業,-
194A,194A.T,ＷＯＬＶＥＳ　ＨＡＮＤ,グロース（内国株式）,サービス業,-
1950,1950.T,日本電設工業,プライム（内国株式）,建設業,TOPIX Small 1
1951,1951.T,エクシオグループ,プライム（内国株式）,建設業,TOPIX Mid400
1952,1952.T,新日本空調,プライム（内国株式）,建設業,TOPIX Small 1
1959,1959.T,クラフティア,プライム（内国株式）,建設業,TOPIX Mid400
195A,195A.T,ＭＵＳＣＡＴ　ＧＲＯＵＰ,グロース（内国株式）,サービス業,-
1960,1960.T,サンテック,スタンダード（内国株式）,建設業,-
1961,1961.T,三機工業,プライム（内国株式）,建設業,TOPIX Small 1
1963,1963.T,日揮ホールディングス,プライム（内国株式）,建設業,TOPIX Mid400
1964,1964.T,中外炉工業,プライム（内国株式）,建設業,TOPIX Small 2
1965,1965.T,テクノ菱和,スタンダード（内国株式）,建設業,-
1966,1966.T,高田工業所,スタンダード（内国株式）,建設業,-
1967,1967.T,ヤマト,スタンダード（内国株式）,建設業,-
1968,1968.T,太平電業,プライム（内国株式）,建設業,TOPIX Small 1
1969,1969.T,高砂熱学工業,プライム（内国株式）,建設業,TOPIX Mid400
196A,196A.T,ＭＦＳ,グロース（内国株式）,その他金融業,-
1972,1972.T,三晃金属工業,スタンダード（内国株式）,建設業,-
1975,1975.T,朝日工業社,プライム（内国株式）,建設業,TOPIX Small 1
1976,1976.T,明星工業,プライム（内国株式）,建設業,TOPIX Small 2
1979,1979.T,大氣社,プライム（内国株式）,建設業,TOPIX Small 1
197A,197A.T,タウンズ,スタンダード（内国株式）,医薬品,-
1980,1980.T,ダイダン,プライム（内国株式）,建設業,TOPIX Small 1
1981,1981.T,協和日成,スタンダード（内国株式）,建設業,-
1982,1982.T,日比谷総合設備,プライム（内国株式）,建設業,TOPIX Small 2
198A,198A.T,ＰｏｓｔＰｒｉｍｅ,グロース（内国株式）,情報・通信業,-
1992,1992.T,神田通信機,スタンダード（内国株式）,建設業,-
1994,1994.T,高橋カーテンウォール工業,スタンダード（内国株式）,建設業,-
1997,1997.T,暁飯島工業,スタンダード（内国株式）,建設業,-
2001,2001.T,ニップン,プライム（内国株式）,食料品,TOPIX Small 1
2002,2002.T,日清製粉グループ本社,プライム（内国株式）,食料品,TOPIX Mid400
2003,2003.T,日東富士製粉,スタンダード（内国株式）,食料品,TOPIX Small 2
2004,2004.T,昭和産業,プライム（内国株式）,食料品,TOPIX Small 2
2009,2009.T,鳥越製粉,スタンダード（内国株式）,食料品,-
2053,2053.T,中部飼料,プライム（内国株式）,食料品,TOPIX Small 2
2055,2055.T,日和産業,スタンダード（内国株式）,食料品,-
205A,205A.T,ロゴスホールディングス,グロース（内国株式）,建設業,-
2060,2060.T,フィード・ワン,プライム（内国株式）,食料品,TOPIX Small 2
206A,206A.T,ＰＲＩＳＭ　ＢｉｏＬａｂ,グロース（内国株式）,医薬品,-
208A,208A.T,構造計画研究所ホールディングス,スタンダード（内国株式）,情報・通信業,-
2108,2108.T,日本甜菜製糖,プライム（内国株式）,食料品,TOPIX Small 2
2109,2109.T,ＤＭ三井製糖,プライム（内国株式）,食料品,TOPIX Small 1
2112,2112.T,塩水港精糖,スタンダード（内国株式）,食料品,-
2114,2114.T,フジ日本,スタンダード（内国株式）,食料品,-
2117,2117.T,ウェルネオシュガー,プライム（内国株式）,食料品,TOPIX Small 2
211A,211A.T,カドス・コーポレーション,スタンダード（内国株式）,建設業,-
2120,2120.T,ＬＩＦＵＬＬ,プライム（内国株式）,サービス業,TOPIX Small 2
2121,2121.T,ＭＩＸＩ,プライム（内国株式）,情報・通信業,TOPIX Small 1
2122,2122.T,インタースペース,スタンダード（内国株式）,サービス業,-
2124,2124.T,ジェイエイシーリクルートメント,プライム（内国株式）,サービス業,TOPIX Small 1
2127,2127.T,日本Ｍ＆Ａセンターホールディングス,プライム（内国株式）,サービス業,TOPIX Mid400
212A,212A.T,フィットイージー,プライム（内国株式）,サービス業,TOPIX Small 2
2130,2130.T,メンバーズ,プライム（内国株式）,サービス業,TOPIX Small 2
2134,2134.T,北浜キャピタルパートナーズ,スタンダード（内国株式）,サービス業,-
2136,2136.T,ヒップ,スタンダード（内国株式）,サービス業,-
2138,2138.T,クルーズ,スタンダード（内国株式）,情報・通信業,-
2139,2139.T,中広,スタンダード（内国株式）,サービス業,-
2146,2146.T,ＵＴグループ,プライム（内国株式）,サービス業,TOPIX Small 1
2148,2148.T,アイティメディア,プライム（内国株式）,サービス業,TOPIX Small 2
2152,2152.T,幼児活動研究会,スタンダード（内国株式）,サービス業,-
2153,2153.T,Ｅ・Ｊホールディングス,プライム（内国株式）,サービス業,TOPIX Small 2
2154,2154.T,オープンアップグループ,プライム（内国株式）,サービス業,TOPIX Small 1
2156,2156.T,セーラー広告,スタンダード（内国株式）,サービス業,-
2157,2157.T,コシダカホールディングス,プライム（内国株式）,サービス業,TOPIX Small 1
2158,2158.T,ＦＲＯＮＴＥＯ,グロース（内国株式）,サービス業,-
215A,215A.T,タイミー,グロース（内国株式）,サービス業,-
2160,2160.T,ジーエヌアイグループ,グロース（内国株式）,医薬品,-
2162,2162.T,ｎｍｓ　ホールディングス,スタンダード（内国株式）,サービス業,-
2163,2163.T,アルトナー,プライム（内国株式）,サービス業,-
2164,2164.T,地域新聞社,スタンダード（内国株式）,サービス業,-
2168,2168.T,パソナグループ,プライム（内国株式）,サービス業,TOPIX Small 1
2169,2169.T,ＣＤＳ,スタンダード（内国株式）,サービス業,-
2170,2170.T,リンクアンドモチベーション,プライム（内国株式）,サービス業,TOPIX Small 2
2173,2173.T,博展,グロース（内国株式）,サービス業,-
2175,2175.T,エス・エム・エス,プライム（内国株式）,サービス業,TOPIX Small 1
2179,2179.T,成学社,スタンダード（内国株式）,サービス業,-
2180,2180.T,サニーサイドアップグループ,スタンダード（内国株式）,サービス業,-
2181,2181.T,パーソルホールディングス,プライム（内国株式）,サービス業,TOPIX Mid400
2183,2183.T,リニカル,スタンダード（内国株式）,サービス業,-
2185,2185.T,シイエム・シイ,スタンダード（内国株式）,サービス業,-
2186,2186.T,ソーバル,スタンダード（内国株式）,サービス業,-
218A,218A.T,Ｌｉｂｅｒａｗａｒｅ,グロース（内国株式）,精密機器,-
2193,2193.T,クックパッド,スタンダード（内国株式）,サービス業,TOPIX Small 2
2195,2195.T,アミタホールディングス,グロース（内国株式）,サービス業,-
2198,2198.T,アイ・ケイ・ケイホールディングス,プライム（内国株式）,サービス業,-
219A,219A.T,Ｈｅａｒｔｓｅｅｄ,グロース（内国株式）,医薬品,-
2201,2201.T,森永製菓,プライム（内国株式）,食料品,TOPIX Mid400
2204,2204.T,中村屋,スタンダード（内国株式）,食料品,TOPIX Small 2
2206,2206.T,江崎グリコ,プライム（内国株式）,食料品,TOPIX Mid400
2207,2207.T,ｍｅｉｔｏ,プライム（内国株式）,食料品,TOPIX Small 2
2208,2208.T,ブルボン,スタンダード（内国株式）,食料品,-
2209,2209.T,井村屋グループ,プライム（内国株式）,食料品,TOPIX Small 2
220A,220A.T,Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,スタンダード（内国株式）,情報・通信業,-
2211,2211.T,不二家,プライム（内国株式）,食料品,TOPIX Small 2
2212,2212.T,山崎製パン,プライム（内国株式）,食料品,TOPIX Mid400
2215,2215.T,第一屋製パン,スタンダード（内国株式）,食料品,-
2216,2216.T,カンロ,スタンダード（内国株式）,食料品,-
2217,2217.T,モロゾフ,プライム（内国株式）,食料品,TOPIX Small 2
2220,2220.T,亀田製菓,プライム（内国株式）,食料品,TOPIX Small 1
2221,2221.T,岩塚製菓,スタンダード（内国株式）,食料品,-
2222,2222.T,寿スピリッツ,プライム（内国株式）,食料品,TOPIX Mid400
2224,2224.T,コモ,スタンダード（内国株式）,食料品,-
2226,2226.T,湖池屋,スタンダード（内国株式）,食料品,-
2229,2229.T,カルビー,プライム（内国株式）,食料品,TOPIX Mid400
2264,2264.T,森永乳業,プライム（内国株式）,食料品,TOPIX Mid400
2266,2266.T,六甲バター,プライム（内国株式）,食料品,TOPIX Small 2
2267,2267.T,ヤクルト本社,プライム（内国株式）,食料品,TOPIX Mid400
2268,2268.T,Ｂ－Ｒ　サーティワン　アイスクリーム,スタンダード（内国株式）,食料品,-
2269,2269.T,明治ホールディングス,プライム（内国株式）,食料品,TOPIX Mid400
2270,2270.T,雪印メグミルク,プライム（内国株式）,食料品,TOPIX Small 1
2281,2281.T,プリマハム,プライム（内国株式）,食料品,TOPIX Small 1
2282,2282.T,日本ハム,プライム（内国株式）,食料品,TOPIX Mid400
2286,2286.T,林兼産業,スタンダード（内国株式）,食料品,-
2288,2288.T,丸大食品,プライム（内国株式）,食料品,TOPIX Small 2
228A,228A.T,オプロ,グロース（内国株式）,情報・通信業,-
2291,2291.T,福留ハム,スタンダード（内国株式）,食料品,-
2292,2292.T,Ｓ　Ｆｏｏｄｓ,プライム（内国株式）,食料品,TOPIX Small 1
2293,2293.T,滝沢ハム,スタンダード（内国株式）,食料品,-
2294,2294.T,柿安本店,プライム（内国株式）,食料品,TOPIX Small 2
2296,2296.T,伊藤ハム米久ホールディングス,プライム（内国株式）,食料品,TOPIX Small 1
2300,2300.T,きょくとう,スタンダード（内国株式）,サービス業,-
2301,2301.T,学情,プライム（内国株式）,サービス業,TOPIX Small 2
2303,2303.T,ドーン,スタンダード（内国株式）,情報・通信業,-
2304,2304.T,ＣＳＳホールディングス,スタンダード（内国株式）,サービス業,-
2305,2305.T,スタジオアリス,スタンダード（内国株式）,サービス業,TOPIX Small 2
2307,2307.T,クロスキャット,プライム（内国株式）,情報・通信業,TOPIX Small 2
2311,2311.T,エプコ,スタンダード（内国株式）,サービス業,-
2315,2315.T,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,情報・通信業,-
2317,2317.T,システナ,プライム（内国株式）,情報・通信業,TOPIX Small 1
2321,2321.T,ソフトフロントホールディングス,グロース（内国株式）,情報・通信業,-
2323,2323.T,ｆｏｎｆｕｎ,スタンダード（内国株式）,情報・通信業,-
2325,2325.T,ＮＪＳ,プライム（内国株式）,サービス業,TOPIX Small 2
2326,2326.T,デジタルアーツ,プライム（内国株式）,情報・通信業,TOPIX Small 1
2327,2327.T,日鉄ソリューションズ,プライム（内国株式）,情報・通信業,TOPIX Mid400
2329,2329.T,東北新社,スタンダード（内国株式）,情報・通信業,-
2330,2330.T,フォーサイド,スタンダード（内国株式）,情報・通信業,-
2331,2331.T,ＡＬＳＯＫ,プライム（内国株式）,サービス業,TOPIX Mid400
2332,2332.T,クエスト,スタンダード（内国株式）,情報・通信業,-
2334,2334.T,イオレ,グロース（内国株式）,サービス業,-
2335,2335.T,キューブシステム,プライム（内国株式）,情報・通信業,TOPIX Small 2
2337,2337.T,いちご,プライム（内国株式）,不動産業,TOPIX Small 1
2338,2338.T,クオンタムソリューションズ,スタンダード（内国株式）,情報・通信業,-
2340,2340.T,極楽湯ホールディングス,スタンダード（内国株式）,サービス業,-
2341,2341.T,アルバイトタイムス,スタンダード（内国株式）,サービス業,-
2342,2342.T,トランスジェニックグループ,スタンダード（内国株式）,サービス業,-
2345,2345.T,ＨＯＤＬ１,スタンダード（内国株式）,情報・通信業,-
2349,2349.T,エヌアイデイ,スタンダード（内国株式）,情報・通信業,-
2351,2351.T,ＡＳＪ,スタンダード（内国株式）,情報・通信業,-
2353,2353.T,日本駐車場開発,プライム（内国株式）,不動産業,TOPIX Small 1
2354,2354.T,ＹＥ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,情報・通信業,-
2359,2359.T,コア,プライム（内国株式）,情報・通信業,TOPIX Small 2
2370,2370.T,メディネット,グロース（内国株式）,サービス業,-
2371,2371.T,カカクコム,プライム（内国株式）,サービス業,TOPIX Mid400
2373,2373.T,ケア２１,スタンダード（内国株式）,サービス業,-
2375,2375.T,ギグワークス,スタンダード（内国株式）,サービス業,-
2376,2376.T,サイネックス,スタンダード（内国株式）,サービス業,-
2378,2378.T,ルネサンス,プライム（内国株式）,サービス業,TOPIX Small 2
2379,2379.T,ディップ,プライム（内国株式）,サービス業,TOPIX Small 1
2384,2384.T,ＳＢＳホールディングス,プライム（内国株式）,陸運業,TOPIX Small 1
2385,2385.T,総医研ホールディングス,グロース（内国株式）,サービス業,-
2388,2388.T,ウェッジホールディングス,グロース（内国株式）,その他金融業,-
2391,2391.T,プラネット,スタンダード（内国株式）,サービス業,-
2393,2393.T,日本ケアサプライ,スタンダード（内国株式）,サービス業,-
2395,2395.T,新日本科学,プライム（内国株式）,サービス業,TOPIX Small 2
2404,2404.T,鉄人化ホールディングス,スタンダード（内国株式）,サービス業,-
2408,2408.T,ＫＧ情報,スタンダード（内国株式）,サービス業,-
2410,2410.T,キャリアデザインセンター,プライム（内国株式）,サービス業,-
2411,2411.T,ゲンダイエージェンシー,スタンダード（内国株式）,情報・通信業,-
2413,2413.T,エムスリー,プライム（内国株式）,サービス業,TOPIX Mid400
2415,2415.T,ヒューマンホールディングス,スタンダード（内国株式）,サービス業,-
2418,2418.T,ツカダ・グローバルホールディング,スタンダード（内国株式）,サービス業,-
241A,241A.T,ＲＯＸＸ,グロース（内国株式）,情報・通信業,-
2424,2424.T,ブラス,スタンダード（内国株式）,サービス業,-
2425,2425.T,ケアサービス,スタンダード（内国株式）,サービス業,-
2428,2428.T,ウェルネット,スタンダード（内国株式）,サービス業,-
2429,2429.T,ワールドホールディングス,プライム（内国株式）,サービス業,TOPIX Small 2
2432,2432.T,ディー・エヌ・エー,プライム（内国株式）,情報・通信業,TOPIX Mid400
2433,2433.T,博報堂ＤＹホールディングス,プライム（内国株式）,サービス業,TOPIX Mid400
2435,2435.T,シダー,スタンダード（内国株式）,サービス業,-
2436,2436.T,共同ピーアール,スタンダード（内国株式）,サービス業,-
2437,2437.T,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,サービス業,-
2438,2438.T,アスカネット,グロース（内国株式）,サービス業,-
2440,2440.T,ぐるなび,スタンダード（内国株式）,サービス業,TOPIX Small 2
2445,2445.T,タカミヤ,スタンダード（内国株式）,サービス業,TOPIX Small 2
2449,2449.T,プラップジャパン,スタンダード（内国株式）,サービス業,-
244A,244A.T,グロースエクスパートナーズ,グロース（内国株式）,情報・通信業,-
2454,2454.T,オールアバウト,スタンダード（内国株式）,サービス業,-
2459,2459.T,アウンコンサルティング,スタンダード（内国株式）,サービス業,-
245A,245A.T,ＩＮＧＳ,グロース（内国株式）,小売業,-
2461,2461.T,ファンコミュニケーションズ,プライム（内国株式）,サービス業,TOPIX Small 2
2462,2462.T,ライク,プライム（内国株式）,サービス業,TOPIX Small 2
2464,2464.T,Ａｏｂａ‐ＢＢＴ,スタンダード（内国株式）,サービス業,-
2469,2469.T,ヒビノ,スタンダード（内国株式）,サービス業,-
246A,246A.T,アスア,グロース（内国株式）,サービス業,-
2471,2471.T,エスプール,プライム（内国株式）,サービス業,TOPIX Small 2
2475,2475.T,ＷＤＢホールディングス,プライム（内国株式）,サービス業,TOPIX Small 2
2477,2477.T,手間いらず,スタンダード（内国株式）,情報・通信業,TOPIX Small 2
2479,2479.T,ジェイテック,スタンダード（内国株式）,サービス業,-
247A,247A.T,Ａｉロボティクス,グロース（内国株式）,化学,-
2480,2480.T,システム・ロケーション,スタンダード（内国株式）,情報・通信業,-
2481,2481.T,タウンニュース社,スタンダード（内国株式）,サービス業,-
2483,2483.T,翻訳センター,スタンダード（内国株式）,サービス業,-
2484,2484.T,出前館,スタンダード（内国株式）,情報・通信業,-
2485,2485.T,ティア,スタンダード（内国株式）,サービス業,-
2488,2488.T,ＪＴＰ,スタンダード（内国株式）,サービス業,-
2489,2489.T,アドウェイズ,スタンダード（内国株式）,サービス業,TOPIX Small 2
248A,248A.T,キッズスター,グロース（内国株式）,情報・通信業,-
2491,2491.T,バリューコマース,プライム（内国株式）,サービス業,TOPIX Small 2
2492,2492.T,インフォマート,プライム（内国株式）,サービス業,TOPIX Small 1
