code,ticker,name,market,sector,size
3676,3676.T,デジタルハーツホールディングス,プライム（内国株式）,情報・通信業,TOPIX Small 2
3678,3678.T,メディアドゥ,プライム（内国株式）,情報・通信業,TOPIX Small 2
3679,3679.T,じげん,プライム（内国株式）,情報・通信業,TOPIX Small 2
367A,367A.T,プリモグローバルホールディングス,スタンダード（内国株式）,小売業,-
3680,3680.T,ホットリンク,グロース（内国株式）,情報・通信業,-
3681,3681.T,ブイキューブ,プライム（内国株式）,情報・通信業,-
3682,3682.T,エンカレッジ・テクノロジ,スタンダード（内国株式）,情報・通信業,-
3683,3683.T,サイバーリンクス,スタンダード（内国株式）,情報・通信業,-
3686,3686.T,ディー・エル・イー,スタンダード（内国株式）,情報・通信業,-
3687,3687.T,フィックスターズ,プライム（内国株式）,情報・通信業,TOPIX Small 2
368A,368A.T,北里コーポレーション,プライム（内国株式）,精密機器,TOPIX Small 2
3690,3690.T,イルグルム,スタンダード（内国株式）,情報・通信業,-
3691,3691.T,デジタルプラス,グロース（内国株式）,情報・通信業,-
3692,3692.T,ＦＦＲＩセキュリティ,グロース（内国株式）,情報・通信業,-
3694,3694.T,オプティム,プライム（内国株式）,情報・通信業,TOPIX Small 2
3695,3695.T,ＧＭＯプロダクトプラットフォーム,グロース（内国株式）,情報・通信業,-
3696,3696.T,セレス,プライム（内国株式）,情報・通信業,TOPIX Small 2
3697,3697.T,ＳＨＩＦＴ,プライム（内国株式）,情報・通信業,TOPIX Mid400
3698,3698.T,ＣＲＩ・ミドルウェア,スタンダード（内国株式）,情報・通信業,-
369A,369A.T,エータイ,グロース（内国株式）,サービス業,-
3708,3708.T,特種東海製紙,プライム（内国株式）,パルプ・紙,TOPIX Small 2
3710,3710.T,ジョルダン,スタンダード（内国株式）,情報・通信業,-
3712,3712.T,情報企画,スタンダード（内国株式）,情報・通信業,-
3719,3719.T,ＡＩストーム,スタンダード（内国株式）,情報・通信業,-
3723,3723.T,日本ファルコム,グロース（内国株式）,情報・通信業,-
3726,3726.T,フォーシーズＨＤ,スタンダード（内国株式）,小売業,-
3727,3727.T,アプリックス,グロース（内国株式）,情報・通信業,-
372A,372A.T,レント,スタンダード（内国株式）,サービス業,-
3733,3733.T,ソフトウェア・サービス,スタンダード（内国株式）,情報・通信業,-
373A,373A.T,リップス,グロース（内国株式）,化学,-
3741,3741.T,セック,プライム（内国株式）,情報・通信業,TOPIX Small 2
3744,3744.T,サイオス,スタンダード（内国株式）,情報・通信業,-
3747,3747.T,インタートレード,スタンダード（内国株式）,情報・通信業,-
3750,3750.T,ＡＤＲ１２０Ｓ,スタンダード（内国株式）,情報・通信業,-
3753,3753.T,フライトソリューションズ,スタンダード（内国株式）,情報・通信業,-
3758,3758.T,アエリア,スタンダード（内国株式）,情報・通信業,-
3760,3760.T,ケイブ,スタンダード（内国株式）,情報・通信業,-
3762,3762.T,テクマトリックス,プライム（内国株式）,情報・通信業,TOPIX Small 1
3763,3763.T,プロシップ,プライム（内国株式）,情報・通信業,TOPIX Small 2
3765,3765.T,ガンホー・オンライン・エンターテイメント,プライム（内国株式）,情報・通信業,TOPIX Small 1
3766,3766.T,システムズ・デザイン,スタンダード（内国株式）,情報・通信業,-
3768,3768.T,リスクモンスター,スタンダード（内国株式）,情報・通信業,-
3769,3769.T,ＧＭＯペイメントゲートウェイ,プライム（内国株式）,情報・通信業,TOPIX Mid400
3771,3771.T,システムリサーチ,プライム（内国株式）,情報・通信業,TOPIX Small 2
3772,3772.T,ウェルス・マネジメント,スタンダード（内国株式）,不動産業,-
3773,3773.T,アドバンスト・メディア,グロース（内国株式）,情報・通信業,-
3774,3774.T,インターネットイニシアティブ,プライム（内国株式）,情報・通信業,TOPIX Mid400
3776,3776.T,ブロードバンドタワー,スタンダード（内国株式）,情報・通信業,-
3777,3777.T,環境フレンドリーホールディングス,グロース（内国株式）,情報・通信業,-
3778,3778.T,さくらインターネット,プライム（内国株式）,情報・通信業,TOPIX Small 1
3779,3779.T,ジェイ・エスコムホールディングス,スタンダード（内国株式）,情報・通信業,-
3787,3787.T,テクノマセマティカル,スタンダード（内国株式）,情報・通信業,-
3788,3788.T,ＧＭＯグローバルサイン・ホールディングス,プライム（内国株式）,情報・通信業,TOPIX Small 2
378A,378A.T,ヒット,グロース（内国株式）,サービス業,-
3791,3791.T,ＩＧポート,スタンダード（内国株式）,情報・通信業,-
3793,3793.T,ドリコム,グロース（内国株式）,情報・通信業,-
3796,3796.T,いい生活,スタンダード（内国株式）,情報・通信業,-
3798,3798.T,ＵＬＳグループ,スタンダード（内国株式）,情報・通信業,-
3799,3799.T,キーウェアソリューションズ,スタンダード（内国株式）,情報・通信業,-
3800,3800.T,ユニリタ,スタンダード（内国株式）,情報・通信業,-
3802,3802.T,エコミック,スタンダード（内国株式）,情報・通信業,-
3803,3803.T,イメージ情報開発,グロース（内国株式）,情報・通信業,-
3804,3804.T,システム　ディ,スタンダード（内国株式）,情報・通信業,-
3807,3807.T,フィスコ,グロース（内国株式）,情報・通信業,-
3810,3810.T,サイバーステップホールディングス,スタンダード（内国株式）,情報・通信業,-
3815,3815.T,メディア工房,グロース（内国株式）,情報・通信業,-
3816,3816.T,大和コンピューター,スタンダード（内国株式）,情報・通信業,-
3817,3817.T,ＳＲＡホールディングス,プライム（内国株式）,情報・通信業,TOPIX Small 2
3823,3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,スタンダード（内国株式）,情報・通信業,-
3825,3825.T,リミックスポイント,スタンダード（内国株式）,小売業,-
3826,3826.T,システムインテグレータ,スタンダード（内国株式）,情報・通信業,-
3834,3834.T,朝日ネット,プライム（内国株式）,情報・通信業,TOPIX Small 2
3835,3835.T,ｅＢＡＳＥ,プライム（内国株式）,情報・通信業,TOPIX Small 2
3836,3836.T,アバントグループ,プライム（内国株式）,情報・通信業,TOPIX Small 2
3837,3837.T,アドソル日進,プライム（内国株式）,情報・通信業,TOPIX Small 2
3839,3839.T,ＯＤＫソリューションズ,スタンダード（内国株式）,情報・通信業,-
3840,3840.T,パス,スタンダード（内国株式）,情報・通信業,-
3841,3841.T,ジーダット,スタンダード（内国株式）,情報・通信業,-
3842,3842.T,ネクストジェン,スタンダード（内国株式）,情報・通信業,-
3843,3843.T,フリービット,プライム（内国株式）,情報・通信業,TOPIX Small 2
3844,3844.T,コムチュア,プライム（内国株式）,情報・通信業,TOPIX Small 1
3845,3845.T,アイフリークモバイル,スタンダード（内国株式）,情報・通信業,-
3848,3848.T,データ・アプリケーション,スタンダード（内国株式）,情報・通信業,-
3850,3850.T,エヌ・ティ・ティ・データ・イントラマート,スタンダード（内国株式）,情報・通信業,-
3851,3851.T,日本一ソフトウェア,スタンダード（内国株式）,情報・通信業,-
3853,3853.T,アステリア,プライム（内国株式）,情報・通信業,TOPIX Small 2
3854,3854.T,アイル,プライム（内国株式）,情報・通信業,TOPIX Small 2
3856,3856.T,Ａｂａｌａｎｃｅ,スタンダード（内国株式）,電気機器,-
3858,3858.T,ユビキタスＡＩ,スタンダード（内国株式）,情報・通信業,-
3861,3861.T,王子ホールディングス,プライム（内国株式）,パルプ・紙,TOPIX Mid400
3863,3863.T,日本製紙,プライム（内国株式）,パルプ・紙,TOPIX Small 1
3864,3864.T,三菱製紙,プライム（内国株式）,パルプ・紙,-
3865,3865.T,北越コーポレーション,プライム（内国株式）,パルプ・紙,TOPIX Small 1
386A,386A.T,みのや,スタンダード（内国株式）,小売業,-
3877,3877.T,中越パルプ工業,プライム（内国株式）,パルプ・紙,-
3878,3878.T,巴川コーポレーション,スタンダード（内国株式）,化学,-
387A,387A.T,フラー,グロース（内国株式）,情報・通信業,-
3880,3880.T,大王製紙,プライム（内国株式）,パルプ・紙,TOPIX Small 1
3891,3891.T,ニッポン高度紙工業,スタンダード（内国株式）,パルプ・紙,-
3892,3892.T,岡山製紙,スタンダード（内国株式）,パルプ・紙,-
3895,3895.T,ハビックス,スタンダード（内国株式）,パルプ・紙,-
3896,3896.T,阿波製紙,スタンダード（内国株式）,パルプ・紙,-
3900,3900.T,クラウドワークス,グロース（内国株式）,情報・通信業,-
3901,3901.T,マークラインズ,プライム（内国株式）,情報・通信業,TOPIX Small 2
3903,3903.T,ｇｕｍｉ,プライム（内国株式）,情報・通信業,TOPIX Small 2
3904,3904.T,カヤック,グロース（内国株式）,情報・通信業,-
3905,3905.T,データセクション,グロース（内国株式）,情報・通信業,-
3907,3907.T,シリコンスタジオ,スタンダード（内国株式）,情報・通信業,-
3908,3908.T,コラボス,スタンダード（内国株式）,情報・通信業,-
3909,3909.T,ショーケース,スタンダード（内国株式）,情報・通信業,-
3910,3910.T,エムケイシステム,スタンダード（内国株式）,情報・通信業,-
3911,3911.T,Ａｉｍｉｎｇ,グロース（内国株式）,情報・通信業,-
3912,3912.T,モバイルファクトリー,スタンダード（内国株式）,情報・通信業,-
3913,3913.T,ＧｒｅｅｎＢｅｅ,スタンダード（内国株式）,情報・通信業,-
3914,3914.T,ＪＩＧ－ＳＡＷ,グロース（内国株式）,情報・通信業,-
3915,3915.T,テラスカイ,プライム（内国株式）,情報・通信業,TOPIX Small 2
3916,3916.T,デジタル・インフォメーション・テクノロジー,プライム（内国株式）,情報・通信業,TOPIX Small 2
3917,3917.T,アイリッジ,グロース（内国株式）,情報・通信業,-
3918,3918.T,ＰＣＩホールディングス,スタンダード（内国株式）,情報・通信業,-
3920,3920.T,アイビーシー,スタンダード（内国株式）,情報・通信業,-
3921,3921.T,ネオジャパン,プライム（内国株式）,情報・通信業,TOPIX Small 2
3922,3922.T,ＰＲ　ＴＩＭＥＳ,プライム（内国株式）,情報・通信業,TOPIX Small 2
3923,3923.T,ラクス,プライム（内国株式）,情報・通信業,TOPIX Mid400
3925,3925.T,ダブルスタンダード,プライム（内国株式）,情報・通信業,TOPIX Small 2
3926,3926.T,オープンドア,スタンダード（内国株式）,情報・通信業,TOPIX Small 2
3927,3927.T,フーバーブレイン,スタンダード（内国株式）,情報・通信業,-
3928,3928.T,マイネット,スタンダード（内国株式）,情報・通信業,-
3929,3929.T,ソーシャルワイヤー,グロース（内国株式）,情報・通信業,-
3930,3930.T,はてな,グロース（内国株式）,情報・通信業,-
3931,3931.T,バリューゴルフ,グロース（内国株式）,情報・通信業,-
3932,3932.T,アカツキ,プライム（内国株式）,情報・通信業,TOPIX Small 2
3933,3933.T,チエル,スタンダード（内国株式）,情報・通信業,-
3934,3934.T,ベネフィットジャパン,スタンダード（内国株式）,情報・通信業,-
3935,3935.T,エディア,スタンダード（内国株式）,情報・通信業,-
3936,3936.T,グローバルウェイ,グロース（内国株式）,情報・通信業,-
3937,3937.T,Ｕｂｉｃｏｍホールディングス,スタンダード（内国株式）,情報・通信業,TOPIX Small 2
3939,3939.T,カナミックネットワーク,プライム（内国株式）,情報・通信業,TOPIX Small 2
3940,3940.T,ノムラシステムコーポレーション,スタンダード（内国株式）,情報・通信業,-
3941,3941.T,レンゴー,プライム（内国株式）,パルプ・紙,TOPIX Mid400
3943,3943.T,大石産業,スタンダード（内国株式）,パルプ・紙,-
3944,3944.T,古林紙工,スタンダード（内国株式）,パルプ・紙,-
3945,3945.T,スーパーバッグ,スタンダード（内国株式）,パルプ・紙,-
3946,3946.T,トーモク,プライム（内国株式）,パルプ・紙,TOPIX Small 2
3947,3947.T,ダイナパック,スタンダード（内国株式）,パルプ・紙,-
3948,3948.T,光ビジネスフォーム,スタンダード（内国株式）,パルプ・紙,-
3950,3950.T,ザ・パック,プライム（内国株式）,パルプ・紙,TOPIX Small 2
3951,3951.T,朝日印刷,スタンダード（内国株式）,パルプ・紙,-
3953,3953.T,大村紙業,スタンダード（内国株式）,パルプ・紙,-
3954,3954.T,昭和パックス,スタンダード（内国株式）,パルプ・紙,-
3955,3955.T,イムラ,スタンダード（内国株式）,パルプ・紙,-
3958,3958.T,笹徳印刷,スタンダード（内国株式）,パルプ・紙,-
3962,3962.T,チェンジホールディングス,プライム（内国株式）,情報・通信業,TOPIX Small 1
3963,3963.T,シンクロ・フード,プライム（内国株式）,情報・通信業,-
3964,3964.T,オークネット,プライム（内国株式）,情報・通信業,TOPIX Small 2
3965,3965.T,キャピタル・アセット・プランニング,スタンダード（内国株式）,情報・通信業,-
3967,3967.T,エルテス,グロース（内国株式）,情報・通信業,-
3968,3968.T,セグエグループ,プライム（内国株式）,情報・通信業,-
3969,3969.T,エイトレッド,スタンダード（内国株式）,情報・通信業,-
3970,3970.T,イノベーション,グロース（内国株式）,情報・通信業,-
3974,3974.T,ＳＣＡＴ,スタンダード（内国株式）,情報・通信業,-
3976,3976.T,シャノン,グロース（内国株式）,情報・通信業,-
3979,3979.T,うるる,グロース（内国株式）,情報・通信業,-
3981,3981.T,ビーグリー,スタンダード（内国株式）,情報・通信業,-
3983,3983.T,オロ,プライム（内国株式）,情報・通信業,TOPIX Small 2
3984,3984.T,ユーザーローカル,プライム（内国株式）,情報・通信業,TOPIX Small 2
3985,3985.T,テモナ,スタンダード（内国株式）,情報・通信業,-
3986,3986.T,ビーブレイクシステムズ,スタンダード（内国株式）,情報・通信業,-
3987,3987.T,エコモット,グロース（内国株式）,情報・通信業,-
3988,3988.T,ＳＹＳホールディングス,スタンダード（内国株式）,情報・通信業,-
3989,3989.T,シェアリングテクノロジー,グロース（内国株式）,情報・通信業,-
3991,3991.T,ウォンテッドリー,グロース（内国株式）,情報・通信業,-
3992,3992.T,ニーズウェル,プライム（内国株式）,情報・通信業,-
3993,3993.T,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,プライム（内国株式）,情報・通信業,TOPIX Small 1
3994,3994.T,マネーフォワード,プライム（内国株式）,情報・通信業,TOPIX Mid400
3996,3996.T,サインポスト,スタンダード（内国株式）,情報・通信業,-
3997,3997.T,トレードワークス,スタンダード（内国株式）,情報・通信業,-
3998,3998.T,すららネット,グロース（内国株式）,情報・通信業,-
4004,4004.T,レゾナック・ホールディングス,プライム（内国株式）,化学,TOPIX Mid400
4005,4005.T,住友化学,プライム（内国株式）,化学,TOPIX Mid400
4008,4008.T,住友精化,プライム（内国株式）,化学,TOPIX Small 1
4011,4011.T,ヘッドウォータース,グロース（内国株式）,情報・通信業,-
4012,4012.T,アクシス,スタンダード（内国株式）,情報・通信業,-
4013,4013.T,勤次郎,グロース（内国株式）,情報・通信業,-
4014,4014.T,カラダノート,グロース（内国株式）,情報・通信業,-
4015,4015.T,ペイクラウドホールディングス,グロース（内国株式）,情報・通信業,-
4016,4016.T,ＭＩＴホールディングス,スタンダード（内国株式）,情報・通信業,-
4017,4017.T,クリーマ,グロース（内国株式）,情報・通信業,-
4019,4019.T,スタメン,グロース（内国株式）,情報・通信業,-
4020,4020.T,ビートレンド,グロース（内国株式）,情報・通信業,-
4021,4021.T,日産化学,プライム（内国株式）,化学,TOPIX Mid400
4022,4022.T,ラサ工業,プライム（内国株式）,化学,TOPIX Small 2
4023,4023.T,クレハ,プライム（内国株式）,化学,TOPIX Small 1
4025,4025.T,多木化学,プライム（内国株式）,化学,TOPIX Small 2
4026,4026.T,神島化学工業,スタンダード（内国株式）,ガラス・土石製品,-
4027,4027.T,テイカ,プライム（内国株式）,化学,TOPIX Small 2
4028,4028.T,石原産業,プライム（内国株式）,化学,TOPIX Small 1
402A,402A.T,アクセルスペースホールディングス,グロース（内国株式）,輸送用機器,-
4031,4031.T,片倉コープアグリ,スタンダード（内国株式）,化学,-
4040,4040.T,南海化学,スタンダード（内国株式）,化学,-
4041,4041.T,日本曹達,プライム（内国株式）,化学,TOPIX Small 1
4042,4042.T,東ソー,プライム（内国株式）,化学,TOPIX Mid400
4043,4043.T,トクヤマ,プライム（内国株式）,化学,TOPIX Mid400
4044,4044.T,セントラル硝子,プライム（内国株式）,化学,TOPIX Small 1
4045,4045.T,東亞合成,プライム（内国株式）,化学,TOPIX Mid400
4046,4046.T,大阪ソーダ,プライム（内国株式）,化学,TOPIX Small 1
4047,4047.T,関東電化工業,プライム（内国株式）,化学,TOPIX Small 1
4051,4051.T,ＧＭＯフィナンシャルゲート,プライム（内国株式）,情報・通信業,TOPIX Small 2
4052,4052.T,フィーチャ,グロース（内国株式）,情報・通信業,-
4053,4053.T,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,プライム（内国株式）,情報・通信業,TOPIX Small 2
4054,4054.T,日本情報クリエイト,グロース（内国株式）,情報・通信業,-
4055,4055.T,ティアンドエスグループ,グロース（内国株式）,情報・通信業,-
4056,4056.T,ニューラルグループ,グロース（内国株式）,情報・通信業,-
4057,4057.T,インターファクトリー,グロース（内国株式）,情報・通信業,-
4058,4058.T,トヨクモ,グロース（内国株式）,情報・通信業,-
4059,4059.T,まぐまぐ,スタンダード（内国株式）,情報・通信業,-
4060,4060.T,ｒａｋｕｍｏ,グロース（内国株式）,情報・通信業,-
4061,4061.T,デンカ,プライム（内国株式）,化学,TOPIX Mid400
4062,4062.T,イビデン,プライム（内国株式）,電気機器,TOPIX Mid400
4063,4063.T,信越化学工業,プライム（内国株式）,化学,TOPIX Core30
4064,4064.T,日本カーバイド工業,プライム（内国株式）,化学,TOPIX Small 2
4068,4068.T,ベイシス,グロース（内国株式）,情報・通信業,-
4069,4069.T,ＢｌｕｅＭｅｍｅ,グロース（内国株式）,情報・通信業,-
4071,4071.T,プラスアルファ・コンサルティング,プライム（内国株式）,情報・通信業,TOPIX Small 1
4072,4072.T,電算システムホールディングス,プライム（内国株式）,情報・通信業,TOPIX Small 2
4073,4073.T,ジィ・シィ企画,グロース（内国株式）,情報・通信業,-
4074,4074.T,ラキール,グロース（内国株式）,情報・通信業,-
4075,4075.T,ブレインズテクノロジー,グロース（内国株式）,情報・通信業,-
4076,4076.T,シイエヌエス,グロース（内国株式）,情報・通信業,-
4078,4078.T,堺化学工業,プライム（内国株式）,化学,TOPIX Small 1
407A,407A.T,ＵＮＩＣＯＮホールディングス,スタンダード（内国株式）,建設業,-
4082,4082.T,第一稀元素化学工業,プライム（内国株式）,化学,TOPIX Small 2
4088,4088.T,エア・ウォーター,プライム（内国株式）,化学,-
4091,4091.T,日本酸素ホールディングス,プライム（内国株式）,化学,TOPIX Mid400
4092,4092.T,日本化学工業,プライム（内国株式）,化学,TOPIX Small 2
4093,4093.T,東邦アセチレン,スタンダード（内国株式）,化学,-
4094,4094.T,日本化学産業,スタンダード（内国株式）,化学,-
4095,4095.T,日本パーカライジング,プライム（内国株式）,化学,TOPIX Small 1
4097,4097.T,高圧ガス工業,プライム（内国株式）,化学,TOPIX Small 2
4098,4098.T,チタン工業,スタンダード（内国株式）,化学,-
4099,4099.T,四国化成ホールディングス,プライム（内国株式）,化学,TOPIX Small 2
409A,409A.T,オリオンビール,プライム（内国株式）,食料品,TOPIX Small 2
4100,4100.T,戸田工業,スタンダード（内国株式）,化学,TOPIX Small 2
4102,4102.T,丸尾カルシウム,スタンダード（内国株式）,化学,-
4107,4107.T,伊勢化学工業,スタンダード（内国株式）,化学,-
4109,4109.T,ステラ　ケミファ,プライム（内国株式）,化学,TOPIX Small 1
410A,410A.T,ＧＭＯコマース,グロース（内国株式）,サービス業,-
4112,4112.T,保土谷化学工業,プライム（内国株式）,化学,TOPIX Small 2
4113,4113.T,田岡化学工業,スタンダード（内国株式）,化学,-
4114,4114.T,日本触媒,プライム（内国株式）,化学,TOPIX Mid400
4116,4116.T,大日精化工業,プライム（内国株式）,化学,TOPIX Small 2
4118,4118.T,カネカ,プライム（内国株式）,化学,TOPIX Mid400
4119,4119.T,日本ピグメントホールディングス,スタンダード（内国株式）,化学,-
4120,4120.T,スガイ化学工業,スタンダード（内国株式）,化学,-
4124,4124.T,大阪油化工業,スタンダード（内国株式）,化学,-
4125,4125.T,三和油化工業,スタンダード（内国株式）,化学,-
414A,414A.T,オーバーラップホールディングス,グロース（内国株式）,情報・通信業,-
4151,4151.T,協和キリン,プライム（内国株式）,医薬品,TOPIX Mid400
415A,415A.T,ＧＭＯ　ＴＥＣＨホールディングス,グロース（内国株式）,サービス業,-
4165,4165.T,プレイド,グロース（内国株式）,情報・通信業,-
4166,4166.T,かっこ,グロース（内国株式）,情報・通信業,-
4167,4167.T,ココペリ,グロース（内国株式）,情報・通信業,-
4168,4168.T,ヤプリ,グロース（内国株式）,情報・通信業,-
4169,4169.T,ＥＮＥＣＨＡＮＧＥ,グロース（内国株式）,情報・通信業,-
416A,416A.T,富士ユナイトホールディングス,スタンダード（内国株式）,卸売業,-
4170,4170.T,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,グロース（内国株式）,情報・通信業,-
4171,4171.T,グローバルインフォメーション,スタンダード（内国株式）,情報・通信業,-
4172,4172.T,Ｈｉクラテス,スタンダード（内国株式）,情報・通信業,-
4174,4174.T,アピリッツ,スタンダード（内国株式）,情報・通信業,-
4175,4175.T,ｃｏｌｙ,グロース（内国株式）,情報・通信業,-
4176,4176.T,ココナラ,グロース（内国株式）,情報・通信業,-
4177,4177.T,ｉ‐ｐｌｕｇ,グロース（内国株式）,情報・通信業,-
4178,4178.T,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,グロース（内国株式）,情報・通信業,-
4179,4179.T,ジーネクスト,グロース（内国株式）,情報・通信業,-
417A,417A.T,ブルーゾーンホールディングス,プライム（内国株式）,小売業,TOPIX Mid400
4180,4180.T,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,プライム（内国株式）,情報・通信業,TOPIX Small 1
4182,4182.T,三菱瓦斯化学,プライム（内国株式）,化学,TOPIX Mid400
4183,4183.T,三井化学,プライム（内国株式）,化学,TOPIX Mid400
4186,4186.T,東京応化工業,プライム（内国株式）,化学,TOPIX Mid400
4187,4187.T,大阪有機化学工業,プライム（内国株式）,化学,TOPIX Small 1
4188,4188.T,三菱ケミカルグループ,プライム（内国株式）,化学,TOPIX Large70
4189,4189.T,ＫＨネオケム,プライム（内国株式）,化学,TOPIX Small 1
4192,4192.T,スパイダープラス,グロース（内国株式）,情報・通信業,-
4193,4193.T,ファブリカホールディングス,スタンダード（内国株式）,情報・通信業,-
4194,4194.T,ビジョナル,プライム（内国株式）,情報・通信業,TOPIX Mid400
4196,4196.T,ネオマーケティング,スタンダード（内国株式）,情報・通信業,-
4197,4197.T,アスマーク,スタンダード（内国株式）,情報・通信業,-
4198,4198.T,テンダ,スタンダード（内国株式）,情報・通信業,-
4199,4199.T,ワンダープラネット,グロース（内国株式）,情報・通信業,-
4202,4202.T,ダイセル,プライム（内国株式）,化学,TOPIX Mid400
4203,4203.T,住友ベークライト,プライム（内国株式）,化学,TOPIX Mid400
4204,4204.T,積水化学工業,プライム（内国株式）,化学,TOPIX Mid400
4205,4205.T,日本ゼオン,プライム（内国株式）,化学,TOPIX Mid400
4206,4206.T,アイカ工業,プライム（内国株式）,化学,TOPIX Mid400
4208,4208.T,ＵＢＥ,プライム（内国株式）,化学,TOPIX Mid400
4212,4212.T,積水樹脂,プライム（内国株式）,化学,TOPIX Small 1
4216,4216.T,旭有機材,プライム（内国株式）,化学,TOPIX Small 1
4218,4218.T,ニチバン,プライム（内国株式）,化学,TOPIX Small 2
421A,421A.T,ムービン・ストラテジック・キャリア,グロース（内国株式）,サービス業,-
4220,4220.T,リケンテクノス,プライム（内国株式）,化学,TOPIX Small 2
4221,4221.T,大倉工業,プライム（内国株式）,化学,TOPIX Small 2
4222,4222.T,児玉化学工業,スタンダード（内国株式）,化学,-
4224,4224.T,ロンシール工業,スタンダード（内国株式）,化学,-
4228,4228.T,積水化成品工業,プライム（内国株式）,化学,TOPIX Small 2
4229,4229.T,群栄化学工業,プライム（内国株式）,化学,TOPIX Small 2
4231,4231.T,タイガースポリマー,スタンダード（内国株式）,化学,-
4234,4234.T,サンエー化研,スタンダード（内国株式）,化学,-
4235,4235.T,ウルトラファブリックス・ホールディングス,スタンダード（内国株式）,化学,-
4237,4237.T,フジプレアム,スタンダード（内国株式）,化学,-
4238,4238.T,ミライアル,スタンダード（内国株式）,化学,-
423A,423A.T,ライオン事務器,スタンダード（内国株式）,卸売業,-
4240,4240.T,クラスターテクノロジー,スタンダード（内国株式）,化学,-
4241,4241.T,アテクト,スタンダード（内国株式）,化学,-
4242,4242.T,タカギセイコー,スタンダード（内国株式）,化学,-
4243,4243.T,ニックス,スタンダード（内国株式）,化学,-
4245,4245.T,ダイキアクシス,スタンダード（内国株式）,化学,-
4246,4246.T,ダイキョーニシカワ,プライム（内国株式）,化学,TOPIX Small 2
4247,4247.T,ポバール興業,スタンダード（内国株式）,化学,-
4248,4248.T,竹本容器,スタンダード（内国株式）,化学,-
4249,4249.T,森六,プライム（内国株式）,化学,TOPIX Small 2
4251,4251.T,恵和,プライム（内国株式）,化学,TOPIX Small 2
4255,4255.T,ＴＨＥＣＯＯ,グロース（内国株式）,情報・通信業,-
4256,4256.T,サインド,グロース（内国株式）,情報・通信業,-
4258,4258.T,網屋,グロース（内国株式）,情報・通信業,-
4259,4259.T,エクサウィザーズ,グロース（内国株式）,情報・通信業,-
4260,4260.T,ハイブリッドテクノロジーズ,グロース（内国株式）,情報・通信業,-
4261,4261.T,アジアクエスト,グロース（内国株式）,情報・通信業,-
4262,4262.T,ニフティライフスタイル,グロース（内国株式）,情報・通信業,-
4263,4263.T,サスメド,グロース（内国株式）,情報・通信業,-
4264,4264.T,セキュア,グロース（内国株式）,情報・通信業,-
4265,4265.T,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,グロース（内国株式）,情報・通信業,-
4270,4270.T,ＢｅｅＸ,グロース（内国株式）,情報・通信業,-
4272,4272.T,日本化薬,プライム（内国株式）,化学,TOPIX Mid400
4274,4274.T,細谷火工,スタンダード（内国株式）,化学,-
4275,4275.T,カーリット,プライム（内国株式）,化学,TOPIX Small 2
4284,4284.T,ソルクシーズ,スタンダード（内国株式）,情報・通信業,-
4286,4286.T,ＣＬホールディングス,スタンダード（内国株式）,サービス業,TOPIX Small 2
4287,4287.T,ジャストプランニング,スタンダード（内国株式）,情報・通信業,-
4288,4288.T,アズジェント,スタンダード（内国株式）,情報・通信業,-
428A,428A.T,サイプレス・ホールディングス,スタンダード（内国株式）,小売業,-
4290,4290.T,プレステージ・インターナショナル,プライム（内国株式）,サービス業,TOPIX Small 1
4293,4293.T,セプテーニ・ホールディングス,スタンダード（内国株式）,サービス業,-
4299,4299.T,ハイマックス,スタンダード（内国株式）,情報・通信業,TOPIX Small 2
429A,429A.T,テクセンドフォトマスク,プライム（内国株式）,その他製品,TOPIX Small 2
4301,4301.T,アミューズ,プライム（内国株式）,サービス業,TOPIX Small 2
4307,4307.T,野村総合研究所,プライム（内国株式）,情報・通信業,TOPIX Large70
4308,4308.T,Ｊストリーム,グロース（内国株式）,情報・通信業,-
4310,4310.T,ドリームインキュベータ,プライム（内国株式）,サービス業,TOPIX Small 2
4316,4316.T,ビーマップ,グロース（内国株式）,情報・通信業,-
4317,4317.T,レイ,スタンダード（内国株式）,サービス業,-
4318,4318.T,クイック,プライム（内国株式）,サービス業,TOPIX Small 2
431A,431A.T,ユーソナー,グロース（内国株式）,情報・通信業,-
4320,4320.T,ＣＥホールディングス,スタンダード（内国株式）,情報・通信業,-
4323,4323.T,日本システム技術,プライム（内国株式）,情報・通信業,TOPIX Small 2
4324,4324.T,電通グループ,プライム（内国株式）,サービス業,TOPIX Mid400
4326,4326.T,インテージホールディングス,プライム（内国株式）,情報・通信業,TOPIX Small 2
4331,4331.T,テイクアンドギヴ・ニーズ,プライム（内国株式）,サービス業,TOPIX Small 2
4334,4334.T,ユークス,スタンダード（内国株式）,情報・通信業,-
4335,4335.T,ＩＰＳホールディングス,スタンダード（内国株式）,情報・通信業,-
