ticker,name,sector,close,setup_type,n_factors,weighted,rev_score,mom_score,tech,macro,funda,hits
4238.T,ミライアル,化学,2000.0,momentum,13,11.4,5.4,11.4,8,1,4,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
7726.T,黒田精工,機械,1575.0,momentum,12,11.1,5.1,11.1,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;revenue_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
4420.T,イーソル,情報・通信業,857.0,momentum,12,11.1,5.1,11.1,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
4968.T,荒川化学工業,化学,2183.0,momentum,12,11.1,5.1,11.1,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
6336.T,石井表記,機械,1948.0,momentum,12,11.1,5.1,11.1,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
6298.T,ワイエイシイホールディングス,機械,1475.0,momentum,12,11.1,5.1,11.1,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
6997.T,日本ケミコン,電気機器,5670.0,momentum,12,10.9,4.9,10.9,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
5889.T,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,小売業,2319.0,momentum,12,10.9,4.9,10.9,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
7717.T,ブイ・テクノロジー,精密機器,8430.0,momentum,12,10.9,4.9,10.9,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
6264.T,マルマエ,機械,2917.0,momentum,12,10.9,4.9,10.9,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
3891.T,ニッポン高度紙工業,パルプ・紙,10750.0,momentum,12,10.9,4.9,10.9,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
166A.T,タスキホールディングス,不動産業,1091.0,momentum,12,10.9,4.9,10.9,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
6479.T,ミネベアミツミ,電気機器,4628.0,momentum,12,10.9,4.9,10.9,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
4047.T,関東電化工業,化学,4015.0,momentum,12,10.9,4.9,10.9,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
4062.T,イビデン,電気機器,24560.0,momentum,12,10.9,4.9,10.9,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
6387.T,サムコ,機械,14580.0,momentum,12,10.9,4.9,10.9,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
9256.T,サクシード,サービス業,2540.0,momentum,12,9.9,7.9,9.9,7,1,4,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;positive_rs;momentum_up
5590.T,ネットスターズ,情報・通信業,650.0,reversal,12,9.7,9.7,6.4,7,1,4,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;revenue_growth;earnings_growth;not_overvalued;off_highs;below_sma25;recent_dip;deep_drawdown
3374.T,内外テック,卸売業,3555.0,momentum,11,10.8,4.8,10.8,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
6994.T,指月電機製作所,電気機器,1255.0,momentum,11,10.8,4.8,10.8,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
4064.T,日本カーバイド工業,化学,3805.0,momentum,11,10.8,4.8,10.8,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
4100.T,戸田工業,化学,1889.0,momentum,11,10.8,4.8,10.8,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
7875.T,竹田ｉＰホールディングス,その他製品,887.0,momentum,11,10.8,4.8,10.8,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
5218.T,オハラ,ガラス・土石製品,1630.0,momentum,11,10.8,4.8,10.8,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
5998.T,アドバネクス,金属製品,3245.0,momentum,11,10.8,4.8,10.8,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
9247.T,ＴＲＥホールディングス,サービス業,2126.0,momentum,11,10.6,4.6,10.6,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
6981.T,村田製作所,電気機器,11750.0,momentum,11,10.6,4.6,10.6,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
6859.T,エスペック,電気機器,4700.0,momentum,11,10.6,4.6,10.6,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
7715.T,長野計器,精密機器,4535.0,momentum,11,10.6,4.6,10.6,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
4462.T,石原ケミカル,化学,3730.0,momentum,11,10.6,4.6,10.6,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
4992.T,北興化学工業,化学,2120.0,momentum,11,10.6,4.6,10.6,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
5232.T,住友大阪セメント,ガラス・土石製品,6044.0,momentum,11,10.6,4.6,10.6,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
7735.T,ＳＣＲＥＥＮホールディングス,電気機器,16745.0,momentum,11,10.6,4.6,10.6,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
8050.T,セイコーグループ,精密機器,7540.0,momentum,11,10.6,4.6,10.6,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
6376.T,日機装,精密機器,3880.0,momentum,11,10.6,4.6,10.6,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
8035.T,東京エレクトロン,電気機器,75360.0,momentum,11,10.6,4.6,10.6,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
7245.T,大同メタル工業,輸送用機器,1491.0,momentum,11,10.6,4.6,10.6,8,1,2,high_volatility;volume_surge;vol_expansion;smallcap_leadership;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
