ticker,name,sector,close,setup_type,n_factors,weighted,rev_score,mom_score,tech,macro,funda,hits
7089.T,フォースタートアップス,サービス業,1642.0,momentum,13,11.4,5.4,11.4,8,1,4,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
8151.T,東陽テクニカ,卸売業,2028.0,momentum,13,11.4,5.4,11.4,8,1,4,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
4092.T,日本化学工業,化学,4865.0,momentum,13,11.4,5.4,11.4,8,1,4,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
9256.T,サクシード,サービス業,3340.0,momentum,13,11.4,5.4,11.4,8,1,4,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;revenue_growth;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
6817.T,スミダコーポレーション,電気機器,1482.0,momentum,12,11.1,5.1,11.1,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
4968.T,荒川化学工業,化学,1676.0,momentum,12,11.1,5.1,11.1,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
6298.T,ワイエイシイホールディングス,機械,1313.0,momentum,12,11.1,6.1,11.1,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
6336.T,石井表記,機械,1676.0,momentum,12,11.1,5.1,11.1,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
4410.T,ハリマ化成グループ,化学,1095.0,momentum,12,11.1,5.1,11.1,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
4462.T,石原ケミカル,化学,3025.0,momentum,12,11.1,5.1,11.1,8,1,3,high_volatility;volume_surge;vol_expansion;smallcap_leadership;small_cap;earnings_growth;not_overvalued;uptrend_200;trend_aligned;near_highs;positive_rs;momentum_up
